CATEG	MODEL	B0	B1	MALE	AGE
GTEx.Thyroid	prox	6.87716012742161	-11.1728130097943	-0.199188856876954	-0.00615732169694987
GTEx.Uterus	prox	5.24035542585409	-7.16079588676607	-1.58429826496477	-0.00801814256968701
GTEx.Vagina	prox	5.77036808155854	-7.58086472633008	-2.39718070810552	-0.0076693275879164
HLF	prox	4.36364246304392	-3.15713907030145	-0.0725778990728614	-0.00186530255314297
Hyperdiploid	prox	7.07456395227692	-5.71155421629914	-0.0777791353496549	-0.0156342892835914
Hypodiploid	prox	8.13299474626093	-6.85508376657997	-0.221142612080822	0.0035950541162683
iAMP21	prox	5.39319589492625	-4.20956162957164	0.0812051423393503	-0.0140380399636115
IKZF1.n159y	prox	4.78884000761021	-3.52030742071386	-0.104567369943177	-0.0126885902532946
KMT2A	prox	10.2551715710677	-6.95061861639543	-0.528812315258008	-0.0225901930598339
Lymphoblast	prox	6.03770834370441	-4.08565769879307	-0.377614907862052	-0.0265813690096189
MEF2D	prox	5.34989607533872	-3.68289531688237	0.170007897016864	-0.0169851376354876
NUTM1	prox	5.72904965582333	-4.00344242942596	0.252475210070588	-0.0218791409602089
PAX5.alt	prox	8.0053264096745	-6.60525586810345	0.57901158552125	-0.0082246001732158
PAX5.p80r	prox	5.92317808109625	-4.66193618125356	-0.598339896388134	0.00528639718953137
Ph	prox	7.40767932124652	-6.69681684294272	0.0325136714598562	0.0116124328467394
T.ALL	prox	10.4567540310104	-6.87683766687945	-0.358331554310946	-0.0408857417924785
TCF3.PBX1	prox	5.84591973332224	-4.68196168142657	-0.156037355586268	-0.00607576850623887
ZNF384	prox	7.59101363778693	-6.09566671252576	-0.349255438537553	0.0110355212328245
BCL2_MYC	freq	2.84681078469228	-4.26340748115596	0.235665498050242	-0.0020858184756489
CDX2.high	freq	3.43638926391598	-4.5047648547974	-0.124210605213173	0.00426087695769266
CRLF2	freq	3.85479329823355	-4.58615185611784	0.0938863203368595	-0.00446178915946483
DUX4	freq	9.15400329889847	-8.85342669577686	-0.101167269927999	-0.00616281786618107
ETP.ALL	freq	1.76775319770013	-3.16129602082098	-0.350861908858126	0.005926621372746
ETV6.RUNX1	freq	7.48633800689743	-8.23653018296673	-0.243050376574372	-0.00565369082170982
GTEx.Adipose	freq	4.14883067575249	-10.1026867245845	-0.0908418063222113	0.00405621833750157
GTEx.Adrenal	freq	7.6061927702773	-12.476294747904	-0.133812228455494	0.00564359797669867
GTEx.Artery	freq	8.69232116619553	-12.0323366078106	-0.104594864950767	-0.0460715946263034
GTEx.Bladder	freq	1.1046786253448	-5.75125298777674	0.0142174070405381	-0.0122548435335222
GTEx.Blood	freq	10.419060345014	-12.0628976380789	0.0396693093362248	0.0359824668653203
GTEx.Brain	freq	7.1546110890976	-10.983424494675	0.132953710589371	0.0103140681336183
GTEx.Breast	freq	4.17101337218881	-9.30024155028899	0.0830070572989195	-0.00771208479922585
GTEx.Cervix	freq	1.19192262493924	-4.71053450195704	-0.757952288166828	-0.0112192376800669
GTEx.Colon	freq	3.00708008885486	-7.24090341438035	-0.0077991137617619	-0.00354030979066202
GTEx.Esophagus	freq	3.40459894169944	-7.83372726233861	0.0407941542556563	-0.00181489653477925
GTEx.Fallopian	freq	0.635023718777381	-4.80226446622754	-0.848788248226837	-0.0117509908226383
GTEx.Heart	freq	7.85116847539664	-13.9036617853499	0.142450199830179	0.0121678141504203
GTEx.Intestine	freq	3.12216659462542	-8.42396779083866	0.0705149532965104	0.00407617213036872
GTEx.Kidney	freq	8.59036200175034	-20.8325005326857	0.947997919389606	-0.00322769396552913
GTEx.Liver	freq	8.22659498764416	-12.8991167336828	0.0519284120038823	-0.00173197928065916
GTEx.Lung	freq	8.34822512193667	-18.9140540394903	0.13017071878997	0.0102286944680821
GTEx.Muscle	freq	7.38976420676497	-11.1186580431121	0.0407220164143802	-0.00311977395301627
GTEx.Nerve	freq	10.2886531648064	-23.6982992767724	0.0660078689880398	-0.00233490033516649
GTEx.Ovary	freq	6.87534576265372	-11.9048716462055	-1.13656780160772	-0.00454567311310343
GTEx.Pancreas	freq	7.42221238568641	-13.538513890124	0.115468189737467	-0.0109689214544639
GTEx.Pituitary	freq	4.73191414085823	-11.1856603937768	-0.379463290431546	0.018512820394623
GTEx.Prostate	freq	6.55135825898806	-17.8042559003338	2.72481720847119	-0.00955234104980258
GTEx.Salivary	freq	3.84200079919221	-9.81748734701842	0.182472021952219	-0.00262017063618791
GTEx.Skin	freq	0.983147237559223	-3.71712207968851	0.198971316310651	0.00506703145320761
GTEx.Spleen	freq	5.13564630074084	-11.43133026526	0.0959531265508732	0.00970160844075285
GTEx.Stomach	freq	5.86946066373347	-12.4264654306383	0.0345976437669584	-0.00418861055652408
GTEx.Testis	freq	5.59929543852443	-9.44859918144948	0.284661222635087	-0.00850677735516426
GTEx.Thyroid	freq	7.5938855969306	-14.3392103023179	-0.142426129911997	-0.00732585210480981
GTEx.Uterus	freq	7.26514729908567	-14.2543492559281	-2.74740957980629	-0.0120679338967118
GTEx.Vagina	freq	5.503844148997	-10.6593712837922	-1.99474700132599	-0.00883259391154675
HLF	freq	3.04659261490738	-4.54363543373348	-0.0455483231050712	0.00913788013811057
Hyperdiploid	freq	5.14588671310388	-5.64310510747189	-0.108065821302698	-0.017960142393358
Hypodiploid	freq	4.74407277845824	-6.43924580662119	0.075414883994753	0.0138125149776614
iAMP21	freq	0.769195681656455	-2.84381994393745	0.174805275048356	-0.00643863200108595
IKZF1.n159y	freq	5.01752887219126	-5.92544907340259	-0.0190816163793447	-0.00535878308435815
KMT2A	freq	9.01289761818878	-7.67306999450311	-0.381091221227977	-0.0186635730945507
Lymphoblast	freq	6.63492597010585	-4.96732473871117	-0.414021707286226	-0.0589540258004752
MEF2D	freq	3.05367989197254	-4.52471208660961	0.0246054930683464	0.00473787425112978
NUTM1	freq	3.34153473792615	-4.86391868987848	0.34950522031919	-0.0119357877797211
PAX5.alt	freq	4.49210495155919	-5.4715724196282	0.365877814729991	-0.00773305016622841
PAX5.p80r	freq	4.94735464016127	-6.0248575782765	-0.153605123778197	0.00979291226224121
Ph	freq	4.43447361077684	-6.09158185438228	-0.0692613746373976	0.0201015789230179
T.ALL	freq	10.4697360083253	-8.30588514711944	-0.200601340374341	-0.051949330433652
TCF3.PBX1	freq	5.28741110332214	-6.44923408285239	-0.228499611360446	0.00561953461253785
ZNF384	freq	5.28428822011228	-6.40890848754813	0.263312933084747	0.0111074693576132
